"","x"
"443",167056
"444",175101
"445",228579
"446",176709
"447",487
"448",236948
"449",230490
"450",218344
"451",219631
"452",226394
"453",246655
"454",174596
"455",223927
"456",250510
"457",230878
"458",216829
"459",233256
"460",446
"461",166639
"462",166123
"463",1435
"464",218519
"465",168144
"466",176256
"467",243942
"468",220597
"469",212849
"470",241666
"471",169360
"472",243
"473",211961
"474",217673
"475",216099
"476",175052
"477",244070
"478",165879
"479",247998
"480",244286
"481",250764
"482",169682
"483",168254
"484",224809
"485",224944
"486",228321
"487",167562
"488",232959
"489",248656
"490",177590
"491",226965
"492",232579
"493",214102
"494",227884
"495",248821
"496",223231
"497",234288
"498",174072
"499",168064
"500",251394
"501",245851
"502",223402
"503",223954
"504",228913
"505",168047
"506",246617
"507",220608
"508",210223
"509",237900
"510",225163
"511",210912
"512",248850
"513",217262
"514",170513
"515",230997
"516",221370
"517",226374
"518",168719
"519",209373
"520",214272
"521",236269
"522",246218
"523",231264
"524",172203
"525",244662
"526",170415
"527",219924
"528",244517
"529",240224
"530",216211
"531",220688
"532",236959
"533",170947
"534",2790
"535",174633
"536",278144
"537",240131
"538",170866
"539",243781
"540",2337
"541",3371
"542",244456
"543",232838
"544",238526
"545",243607
"546",900
"547",212009
"548",171130
"549",251140
"550",223190
"551",170493
"552",232756
"553",240568
"554",235952
"555",224927
"556",170192
"557",239481
"558",170845
"559",167471
"560",225938
"561",239067
"562",173111
"563",212467
"564",2559
"565",215006
"566",239074
"567",222220
"568",171251
"569",248922
"570",215359
"571",247129
"572",247240
"573",166390
"574",240567
"575",224249
"576",167678
"577",1025
"578",221050
"579",171999
"580",243236
"581",239020
"582",250006
"583",244494
"584",241614
"585",168999
"586",216670
"587",209458
"588",176459
"589",215988
"590",1167
"591",241204
"592",246759
"593",165
"594",237299
"595",218721
"596",237271
"597",231374
"598",221040
"599",240113
"600",237426
"601",3827
"602",214879
"603",167592
"604",233911
"605",211137
"606",239670
"607",224138
"608",250533
"609",231518
"610",217012
"611",226847
"612",228351
"613",230458
"614",250016
"615",223238
"616",175559
"617",251580
"618",243490
"619",213873
"620",230459
"621",222210
"622",250407
"623",174590
"624",170054
"625",235392
"626",215071
"627",240677
"628",246088
"629",210792
"630",218615
"631",242073
"632",226728
"633",230293
"634",237433
"635",221871
"636",278221
"637",223164
"638",178151
"639",226205
"640",217106
"641",221557
"642",209317
"643",210717
"644",226548
"645",1131
"646",229085
"647",230115
"648",246959
"649",251423
"650",251811
"651",251164
"652",248003
"653",247166
"654",176887
"655",244359
"656",173951
"657",242381
"658",230699
"659",219035
"660",177295
"661",215040
"662",237411
"663",277937
"664",240643
"665",236754
"666",243058
"667",234765
"668",217934
"669",230030
"670",245295
"671",234359
"672",231149
"673",651
"674",171904
"675",210485
"676",209985
"677",233856
"678",243891
"679",252287
"680",1805
"681",250925
"682",174428
"683",248170
"684",236943
"685",173517
"686",226491
"687",213119
"688",240401
"689",233853
"690",209229
"691",174501
"692",227925
"693",238630
"694",243984
"695",215498
"696",167925
"697",252222
"698",177072
"699",209536
"700",216781
"701",243951
"702",169735
"703",170184
"704",3373
"705",245534
"706",233480
"707",168802
"708",210822
"709",221946
"710",3437
"711",276929
"712",173906
"713",229329
"714",213350
"715",177262
"716",169663
"717",241305
"718",218640
"719",2855
"720",248749
"721",238545
"722",242118
"723",242752
"724",226569
"725",220911
"726",212216
"727",247840
"728",217818
"729",172803
"730",242878
"731",244420
"732",238864
"733",243142
"734",226267
"735",233312
"736",216476
"737",486
"738",227681
"739",170229
"740",241367
"741",243387
"742",224340
"743",249620
"744",231694
"745",246247
"746",4098
"747",173773
"748",177531
"749",209563
"750",239535
"751",272
"752",250695
"753",228633
"754",167746
"755",215375
"756",243745
"757",234954
"758",217740
"759",209147
"760",243879
"761",247241
"762",244
"763",212986
"764",248280
"765",218286
"766",167812
"767",234685
"768",230708
"769",2287
"770",3578
"771",174962
"772",232052
"773",246333
"774",233526
"775",240541
"776",168036
"777",250359
"778",250301
"779",240051
"780",249048
"781",216151
"782",503
"783",218976
"784",178597
"785",250750
"786",209974
"787",241531
"788",172119
"789",166130
"790",232106
"791",174375
"792",167349
"793",232853
"794",249963
"795",247760
"796",177363
"797",249826
"798",239413
"799",240710
"800",241597
"801",229551
"802",177862
"803",218844
"804",173860
"805",175271
"806",242642
"807",278633
"808",174151
"809",225910
"810",276680
"811",166891
"812",217386
"813",238625
"814",244994
"815",3467
"816",242083
"817",244873
"818",244349
"819",214528
"820",176879
"821",219321
"822",245188
"823",245650
"824",250101
"825",170575
"826",231560
"827",4092
"828",176597
"829",241357
"830",174726
"831",226879
"832",177374
"833",177459
"834",3167
"835",248131
"836",237397
"837",213625
"838",234683
"839",170810
"840",176875
"841",169403
"842",169057
"843",209870
"844",221008
"845",175145
"846",1838
"847",241548
"848",169955
"849",169438
"850",230428
"851",250705
"852",169655
"853",171078
"854",243585
"855",217107
"856",219726
"857",249924
"858",238010
"859",215388
"860",246216
"861",242247
"862",176902
"863",170966
"864",168387
"865",242528
"866",171165
"867",223892
"868",247055
"869",215139
"870",224217
"871",242999
"872",218836
"873",247752
"874",225989
"875",170742
"876",243584
"877",252126
"878",171783
"879",227705
"880",169233
"881",212631
"882",276688
"883",171003
"884",2012
"885",177073
"886",211460
"887",220661
"888",233430
"889",223644
"890",170861
"891",246193
"892",244998
"893",226702
"894",251642
"895",232368
"896",233529
"897",249128
"898",231299
"899",172952
"900",221732
"901",177284
"902",215745
"903",233976
"904",167944
"905",2738
"906",236700
"907",220371
"908",234108
"909",251851
"910",176486
"911",230405
"912",3331
"913",168034
"914",166030
"915",220095
"916",178522
"917",225886
"918",223879
"919",2276
"920",220399
"921",249111
"922",171555
"923",278188
"924",231252
"925",174367
"926",1116
"927",250709
"928",232945
"929",213989
"930",1848
"931",169309
"932",168336
"933",251843
"934",238008
"935",222941
"936",240756
"937",2437
"938",236594
"939",177375
"940",176102
"941",246437
"942",1733
"943",3537
"944",172852
"945",225366
"946",246722
"947",173486
"948",176094
"949",220664
"950",213197
"951",238179
"952",225595
"953",250330
"954",237047
"955",213972
"956",167327
"957",216683
"958",174700
"959",214876
"960",235895
"961",243759
"962",216501
"963",239063
"964",277478
"965",218930
"966",172760
"967",226482
"968",3915
"969",241885
"970",243768
"971",228477
"972",229576
"973",226462
"974",643
"975",215278
"976",177040
"977",165914
"978",170319
"979",219482
"980",168008
"981",170077
"982",1409
"983",247958
"984",165759
"985",240829
"986",250683
"987",221705
"988",236840
"989",244657
"990",248540
"991",211770
"992",3079
"993",235221
"994",248468
"995",170567
"996",229409
"997",168545
"998",209385
"999",174062
"1000",178587
"1001",245660
"1002",231255
"1003",245194
"1004",1161
"1005",178079
"1006",217313
"1007",170164
"1008",225379
"1009",212628
"1010",174388
"1011",220759
"1012",213150
"1013",172613
"1014",2358
"1015",249862
"1016",237275
"1017",220158
"1018",252419
"1019",222190
"1020",209685
"1021",250300
"1022",236621
"1023",219951
"1024",225199
"1025",2799
"1026",276641
"1027",216188
"1028",243254
"1029",221753
"1030",244964
"1031",176953
"1032",166646
"1033",227538
"1034",247664
"1035",243700
"1036",246328
"1037",619
"1038",234023
"1039",231393
"1040",244493
"1041",174791
"1042",209155
"1043",231827
"1044",247751
"1045",245740
"1046",235059
"1047",173881
"1048",238527
"1049",212645
"1050",3556
"1051",249958
"1052",240155
"1053",245312
"1054",168464
"1055",173131
"1056",219278
"1057",233798
"1058",223326
"1059",252356
"1060",219609
"1061",709
"1062",223953
"1063",219949
"1064",244742
"1065",3346
"1066",221870
"1067",168642
"1068",165758
"1069",233361
"1070",3192
"1071",1129
"1072",276463
"1073",169754
"1074",175636
"1075",250899
"1076",240700
"1077",174848
"1078",741
"1079",225903
"1080",177195
"1081",243491
"1082",227836
"1083",250979
"1084",239407
"1085",244676
"1086",237175
"1087",209238
"1088",232171
"1089",223291
"1090",223253
"1091",175287
"1092",213663
"1093",170073
"1094",1211
"1095",225986
"1096",167478
"1097",177277
"1098",167521
"1099",248727
"1100",217468
"1101",242007
"1102",276487
"1103",171846
"1104",236655
"1105",220512
"1106",246776
"1107",236097
"1108",248547
"1109",250219
"1110",165669
"1111",222716
"1112",244471
"1113",239241
"1114",215562
"1115",168132
"1116",212385
"1117",173122
"1118",223942
"1119",241214
"1120",220344
"1121",216386
"1122",229899
"1123",238735
"1124",210722
"1125",245007
"1126",3266
"1127",229444
"1128",247825
"1129",227146
"1130",244593
"1131",241495
"1132",222977
"1133",245281
"1134",225286
"1135",251003
"1136",249953
"1137",219683
"1138",171295
"1139",250987
"1140",242640
"1141",251791
"1142",222748
"1143",245978
"1144",929
"1145",226616
"1146",247429
"1147",177716
"1148",252409
"1149",252282
"1150",236017
"1151",209160
"1152",216100
"1153",236727
"1154",167507
"1155",225659
"1156",176481
"1157",214920
"1158",176105
"1159",251325
"1160",211303
"1161",240330
"1162",213255
"1163",177128
"1164",248492
"1165",165806
"1166",231354
"1167",567
"1168",239468
"1169",173190
"1170",218182
"1171",236855
"1172",242544
"1173",219260
"1174",424
"1175",221262
"1176",169450
"1177",170264
"1178",243200
"1179",224393
"1180",240394
"1181",213410
"1182",221117
"1183",227886
"1184",245568
"1185",227192
"1186",174892
"1187",278202
"1188",236955
"1189",170564
"1190",216931
"1191",167482
"1192",223210
"1193",242843
"1194",232036
"1195",210346
"1196",244995
"1197",168500
"1198",166922
"1199",224000
"1200",225453
"1201",236237
"1202",250105
"1203",4131
"1204",252007
"1205",221967
"1206",170310
"1207",169249
"1208",238788
"1209",232925
"1210",221655
"1211",225687
"1212",595
"1213",246740
"1214",215829
"1215",234565
"1216",246915
"1217",3350
"1218",232929
"1219",3799
"1220",249598
"1221",228652
"1222",210174
"1223",209224
"1224",211152
"1225",235805
"1226",251744
"1227",217056
"1228",226739
"1229",237534
"1230",169181
"1231",225232
"1232",224997
"1233",243206
"1234",3508
"1235",224303
"1236",172676
"1237",177879
"1238",212806
"1239",214244
"1240",215143
"1241",217895
"1242",241432
"1243",238644
"1244",177660
"1245",210311
"1246",245839
"1247",169357
"1248",167611
"1249",229499
"1250",240333
"1251",170595
"1252",242310
"1253",834
"1254",223143
"1255",223814
"1256",1083
"1257",245828
"1258",225065
"1259",222506
"1260",227097
"1261",167587
"1262",169779
"1263",247855
"1264",234399
"1265",236322
"1266",210315
"1267",167644
"1268",218241
"1269",212350
"1270",249096
"1271",250383
"1272",212411
"1273",237646
"1274",209148
"1275",170255
"1276",217282
"1277",252229
"1278",227422
"1279",168636
"1280",227327
"1281",232964
"1282",1075
"1283",210573
"1284",223431
"1285",242763
"1286",237898
"1287",231993
"1288",221701
"1289",219597
"1290",221232
"1291",233250
"1292",3640
"1293",166409
"1294",3344
"1295",244189
"1296",229331
"1297",236872
"1298",2139
"1299",246388
"1300",177373
"1301",178144
"1302",242646
"1303",218569
"1304",638
"1305",214118
"1306",223066
"1307",1652
"1308",212088
"1309",216294
"1310",216027
"1311",170791
"1312",169755
"1313",169600
"1314",229501
"1315",247868
"1316",178065
"1317",214821
"1318",170675
"1319",3917
"1320",174916
"1321",223566
"1322",235173
"1323",1725
"1324",232704
"1325",1412
"1326",238740
"1327",210597
"1328",218514
"1329",277959
"1330",3538
"1331",246512
"1332",213641
"1333",221903
"1334",241086
"1335",233747
"1336",915
"1337",239736
"1338",238131
"1339",231395
"1340",174987
"1341",240272
"1342",227276
"1343",227282
"1344",225610
"1345",247211
"1346",176838
"1347",238890
"1348",167782
"1349",384
"1350",251739
"1351",224525
"1352",249848
"1353",248098
"1354",245328
"1355",177573
"1356",222152
"1357",216882
"1358",248325
"1359",244056
"1360",220297
"1361",244172
"1362",240577
"1363",224146
"1364",217271
"1365",245864
"1366",221777
"1367",3542
"1368",220435
"1369",222563
"1370",212328
"1371",176576
"1372",225902
"1373",234925
"1374",219938
"1375",220122
"1376",168388
"1377",166017
"1378",237264
"1379",250368
"1380",242964
"1381",277378
"1382",232449
"1383",2333
"1384",165838
"1385",251362
"1386",249732
"1387",209548
"1388",248965
"1389",250939
"1390",3840
"1391",1548
"1392",276412
"1393",251606
"1394",247927
"1395",243917
"1396",99
"1397",218936
"1398",174918
"1399",2793
"1400",212853
"1401",243312
"1402",237805
"1403",241980
"1404",223201
"1405",242143
"1406",228313
"1407",177157
"1408",219219
"1409",171096
"1410",223036
"1411",217292
"1412",224209
"1413",223554
"1414",214809
"1415",173728
"1416",245362
"1417",251754
"1418",168139
"1419",213941
"1420",209163
"1421",169255
"1422",277042
"1423",222501
"1424",476
"1425",165866
"1426",174610
"1427",223977
"1428",225867
"1429",167189
"1430",245655
"1431",235099
"1432",2197
"1433",232066
"1434",231340
"1435",250935
"1436",174138
"1437",2136
"1438",233383
"1439",212252
"1440",211032
"1441",219887
"1442",223530
"1443",277744
"1444",166758
"1445",210587
"1446",234721
"1447",239748
"1448",248531
"1449",3817
"1450",217986
"1451",240318
"1452",242639
"1453",209059
"1454",226975
"1455",210855
"1456",225617
"1457",226349
"1458",232107
"1459",234675
"1460",236595
"1461",234614
"1462",172234
"1463",175485
"1464",177451
"1465",278002
"1466",242319
"1467",278535
"1468",173835
"1469",231132
"1470",240906
"1471",168216
"1472",178130
"1473",300
"1474",232067
"1475",211098
"1476",172462
"1477",241749
"1478",220626
"1479",245157
"1480",217512
"1481",209220
"1482",234647
"1483",278582
"1484",228096
"1485",226069
"1486",248805
"1487",248138
"1488",219387
"1489",278044
"1490",226220
"1491",3719
"1492",170012
"1493",239161
"1494",233534
"1495",173879
"1496",3481
"1497",242037
"1498",1812
"1499",229334
"1500",225996
"1501",209625
"1502",213953
"1503",251019
"1504",250645
"1505",223156
"1506",178093
"1507",246933
"1508",210923
"1509",221103
"1510",233903
"1511",3775
"1512",224564
"1513",242485
"1514",248615
"1515",277945
"1516",225449
"1517",247852
"1518",168016
"1519",171638
"1520",214436
"1521",178240
"1522",239692
"1523",4091
"1524",217701
"1525",217516
"1526",165987
"1527",168971
"1528",168877
"1529",239569
"1530",239070
"1531",239554
"1532",245604
"1533",219420
"1534",224479
"1535",177034
"1536",239486
"1537",216869
"1538",176348
"1539",238568
"1540",222204
"1541",244400
"1542",248669
"1543",229681
"1544",249496
"1545",176785
"1546",229767
"1547",2255
"1548",172374
"1549",241265
"1550",226926
"1551",1585
"1552",233889
"1553",237856
"1554",173311
"1555",234714
"1556",215148
"1557",245446
"1558",219353
"1559",3462
"1560",240495
"1561",250367
"1562",244039
"1563",237990
"1564",215180
"1565",4090
"1566",219008
"1567",250832
"1568",224236
"1569",237064
"1570",237091
"1571",3100
"1572",165769
"1573",175257
"1574",2010
"1575",250543
"1576",166391
"1577",235705
"1578",172783
"1579",240918
"1580",223191
"1581",170997
"1582",170850
"1583",167892
"1584",242500
"1585",170527
"1586",2854
"1587",227859
"1588",173743
"1589",1928
"1590",177233
"1591",277439
"1592",251050
"1593",175283
"1594",233041
"1595",170771
"1596",220867
"1597",176656
"1598",168736
"1599",166825
"1600",176916
"1601",242914
"1602",250406
"1603",174142
"1604",166824
"1605",244710
"1606",223391
"1607",215772
"1608",230687
"1609",1436
"1610",234165
"1611",216495
"1612",277523
"1613",241565
"1614",250398
"1615",240177
"1616",176658
"1617",219209
"1618",241527
"1619",1797
"1620",235442
"1621",169824
"1622",218636
"1623",1261
"1624",213141
"1625",218411
"1626",225731
"1627",167813
"1628",236280
"1629",171382
"1630",211176
"1631",240883
"1632",172091
"1633",170724
"1634",235146
"1635",170256
"1636",249688
"1637",215304
"1638",222834
"1639",243448
"1640",170519
"1641",223768
"1642",244445
"1643",225066
"1644",231494
"1645",242788
"1646",224435
"1647",224342
"1648",211713
"1649",212124
"1650",278346
"1651",213915
"1652",219254
"1653",251721
"1654",242515
"1655",3856
"1656",209265
"1657",214890
"1658",232
"1659",244007
"1660",242029
"1661",239467
"1662",177688
"1663",175100
"1664",234948
"1665",239141
"1666",2399
"1667",237434
"1668",4066
"1669",235884
"1670",236593
"1671",209875
"1672",239854
"1673",250936
"1674",176230
"1675",209186
"1676",211767
"1677",408
"1678",505
"1679",209464
"1680",225191
"1681",232222
"1682",241306
"1683",172010
"1684",249989
"1685",223325
"1686",175123
"1687",175000
"1688",233564
"1689",168245
"1690",221309
"1691",214581
"1692",276521
"1693",248613
"1694",246874
"1695",245029
"1696",172700
"1697",250851
"1698",238186
"1699",174568
"1700",876
"1701",177180
"1702",176236
"1703",214315
"1704",243863
"1705",242499
"1706",229768
"1707",175205
"1708",238362
"1709",248274
"1710",229502
"1711",169006
"1712",213628
"1713",172837
"1714",222492
"1715",217211
"1716",244485
"1717",236668
"1718",242397
"1719",243876
"1720",236961
"1721",215421
"1722",211264
"1723",220892
"1724",251243
"1725",211937
"1726",222372
"1727",175978
"1728",231081
"1729",231735
"1730",226007
"1731",174179
"1732",209486
"1733",224013
"1734",175254
"1735",210035
"1736",168639
"1737",173930
"1738",222488
"1739",245790
"1740",215607
"1741",170837
"1742",176037
"1743",240107
"1744",217566
"1745",237477
"1746",240887
"1747",248775
"1748",251242
"1749",225411
"1750",228181
"1751",177870
"1752",225887
"1753",175886
"1754",712
"1755",175873
"1756",249223
"1757",165884
"1758",220931
"1759",234816
"1760",746
"1761",231727
"1762",238079
"1763",239834
"1764",276964
"1765",219671
"1766",215953
"1767",223331
"1768",247444
"1769",230402
"1770",168212
"1771",238472
"1772",171758
"1773",250477
"1774",226031
"1775",231795
"1776",169465
"1777",227377
"1778",219013
"1779",227072
"1780",238739
"1781",231897
"1782",217173
"1783",211288
"1784",226713
"1785",853
"1786",2996
"1787",235888
"1788",209156
"1789",172326
"1790",250322
"1791",174195
"1792",2439
"1793",1248
"1794",247201
"1795",251391
"1796",170154
"1797",220314
"1798",165728
"1799",245257
"1800",235684
"1801",252233
"1802",229632
"1803",231351
"1804",220370
"1805",178069
"1806",171765
"1807",227930
"1808",211145
"1809",215078
"1810",238540
"1811",212789
"1812",246196
"1813",209684
"1814",171774
"1815",242962
"1816",212835
"1817",235011
"1818",237577
"1819",220091
"1820",173850
"1821",244874
"1822",238419
"1823",232611
"1824",172539
"1825",178195
"1826",228947
"1827",250015
"1828",215832
"1829",172370
"1830",247626
"1831",247060
"1832",277984
"1833",170804
"1834",3374
"1835",819
"1836",224115
"1837",3282
"1838",249791
"1839",242891
"1840",251263
"1841",229076
"1842",219149
"1843",277629
"1844",177186
"1845",3965
"1846",277639
"1847",171157
"1848",3017
"1849",239374
"1850",222906
"1851",236032
"1852",245346
"1853",245088
"1854",1706
"1855",246766
"1856",242445
"1857",229656
"1858",170702
"1859",248704
"1860",236235
"1861",220479
"1862",232047
"1863",170545
"1864",251499
"1865",735
"1866",216962
"1867",249064
"1868",215256
"1869",228445
"1870",224768
"1871",236994
"1872",251518
"1873",222688
"1874",227814
"1875",277157
"1876",167556
"1877",250725
"1878",177569
"1879",174861
"1880",239788
"1881",213531
"1882",228128
"1883",241042
"1884",213191
"1885",238889
"1886",228073
"1887",175278
"1888",228245
"1889",229102
"1890",172293
"1891",234879
"1892",170759
"1893",238319
"1894",222670
"1895",224992
"1896",233924
"1897",212859
"1898",238731
"1899",2375
"1900",175529
"1901",3066
"1902",233117
"1903",228727
"1904",177113
"1905",276762
"1906",251560
"1907",223211
"1908",167223
"1909",2589
"1910",168456
"1911",167865
"1912",218160
"1913",169130
"1914",212888
"1915",251122
"1916",216336
"1917",242849
"1918",171007
"1919",174834
"1920",230599
"1921",178458
"1922",170721
"1923",212991
"1924",223105
"1925",230985
"1926",243651
"1927",177349
"1928",218240
"1929",214138
"1930",214348
"1931",227250
"1932",174827
"1933",226976
"1934",246671
"1935",251339
"1936",244484
"1937",170767
"1938",178035
"1939",177638
"1940",219259
"1941",4221
"1942",242269
"1943",1155
"1944",213708
"1945",224904
"1946",1192
"1947",213851
"1948",220307
"1949",174692
"1950",245215
"1951",169476
"1952",217212
"1953",248383
"1954",171082
"1955",174986
"1956",233928
"1957",245102
"1958",232752
"1959",227591
"1960",169054
"1961",248772
"1962",278356
"1963",212802
"1964",215709
"1965",1558
"1966",177968
"1967",240307
"1968",251442
"1969",216579
"1970",169634
"1971",230460
"1972",216602
"1973",246820
"1974",216955
"1975",237025
"1976",238222
"1977",218430
"1978",223455
"1979",3977
"1980",1790
"1981",218760
"1982",229255
"1983",237313
"1984",174683
"1985",166287
"1986",169492
"1987",169282
"1988",226554
"1989",167131
"1990",165576
"1991",3416
"1992",176894
"1993",209394
"1994",217089
"1995",166918
"1996",174723
"1997",212984
"1998",215753
"1999",244641
"2000",249632
"2001",3761
"2002",170982
"2003",250342
"2004",251637
"2005",249536
"2006",231865
"2007",222254
"2008",728
"2009",170792
"2010",168275
"2011",227202
"2012",212697
"2013",240543
"2014",249384
"2015",178223
"2016",212891
"2017",2090
"2018",243966
"2019",277203
"2020",244955
"2021",242233
"2022",243075
"2023",251467
"2024",170762
"2025",236030
"2026",174034
"2027",53
"2028",175149
"2029",213064
"2030",277466
"2031",215693
"2032",2281
"2033",177861
"2034",212983
"2035",234759
"2036",244418
"2037",1113
"2038",233196
"2039",214583
"2040",277168
"2041",242708
"2042",3594
"2043",213207
"2044",236550
"2045",248597
"2046",178058
"2047",231048
"2048",223078
"2049",175168
"2050",250391
"2051",171050
"2052",252385
"2053",3643
"2054",236885
"2055",238921
"2056",246470
"2057",227176
"2058",240033
"2059",215942
"2060",173999
"2061",210935
"2062",172367
"2063",239609
"2064",249103
"2065",229258
"2066",240348
"2067",240484
"2068",249634
"2069",3881
"2070",173769
"2071",212181
"2072",168029
"2073",224150
"2074",245703
"2075",172713
"2076",229243
"2077",238823
"2078",248259
"2079",1063
"2080",242214
"2081",241901
"2082",251327
"2083",237070
"2084",250461
"2085",172486
"2086",228336
"2087",247141
"2088",165763
"2089",220522
"2090",210791
"2091",248479
"2092",220484
"2093",175070
"2094",170722
"2095",245698
"2096",2041
"2097",228684
"2098",170368
"2099",211944
"2100",226362
"2101",2103
"2102",251730
"2103",233451
"2104",221495
"2105",250506
"2106",221543
"2107",251093
"2108",217705
"2109",227392
"2110",171986
"2111",226638
"2112",248064
"2113",2954
"2114",242458
"2115",212895
"2116",247537
"2117",229498
"2118",171972
"2119",2189
"2120",238617
"2121",237451
"2122",225612
"2123",249994
"2124",226987
"2125",231823
"2126",233648
"2127",230629
"2128",219974
"2129",211360
"2130",247890
"2131",277051
"2132",176477
"2133",240225
"2134",166767
"2135",234901
"2136",175647
"2137",219185
"2138",176
"2139",223721
"2140",237132
"2141",250494
"2142",234797
"2143",225378
"2144",174897
"2145",232773
"2146",277901
"2147",237407
