"122",226545,"0061032093","Waking the Moon"
"123",176214,"0061042005","The Dispossessed: An Ambiguous Utopia"
"124",249361,"0061042943","The X-Files: Ground Zero"
"125",175003,"0061054437","Independence Day"
"126",2132,"0061054887","Ruins (The X-Files)"
"127",244685,"0061056774","Dead Eyes"
"128",178229,"0061056871","After All These Years"
"129",240470,"0061057363","Stonehenge"
"130",226489,"006109157X","Sacrament"
"131",249058,"0061091790","Galilee"
"132",1596,"0061091944","A Marriage Made in Heaven : Or Too Tired for an Affair"
"133",278137,"0061091995","Dangerous to Know"
"134",232131,"0061092002","Sacred Clowns (Joe Leaphorn/Jim Chee Novels)"
"135",174140,"0061092029","Together Alone"
"136",225810,"0061092088","The Fallen Man (Joe Leaphorn Novels)"
"137",4017,"0061092606","Lily White"
"138",254,"0061092819","Red, White and Blue : A Novel"
"139",246311,"0061092886","Fault Lines"
"140",224923,"0061093092","Calder Pride"
"141",223154,"0061093106","Nimitz Class"
"142",178056,"0061093343","Rough Justice"
"143",224349,"0061094595","Switcheroo : A Novel"
"144",220586,"006109594X","H.M.S. Unseen"
"145",235935,"0061096105","Free Fall"
"146",248752,"0061097314","Circle of Three: A Novel"
"147",3728,"0061097659","The Wailing Wind"
"148",220240,"0061097667","The Great and Secret Show"
"149",216155,"0061098019","Talking God (Jim Chee Novels)"
"150",214786,"0061098027","Coyote Waits (Joe Leaphorn/Jim Chee Novels)"
"151",244171,"0061098361","Palindrome"
"152",249150,"006109868X","Downtown"
"153",242299,"0061098795","Hill Towns"
"154",217318,"0061099015","The Alchemist: A Fable About Following Your Dream"
"155",229140,"006109918X","The Woman's Comfort Book : A Self-Nurturing Guide for Restoring Balance in Your Life"
"156",229011,"0061099325","The Monk Downstairs: A Novel"
"157",213523,"0061099368","Little House on the Prairie"
"158",249723,"0061099686","Trumpet of the Swan"
"159",217375,"0061099694","Charlotte's Web (Trophy Newbery)"
"160",244688,"0062502182","Julie of the Wolves (Julie of the Wolves)"
"161",210874,"0062505319","Stone Fox"
"162",223438,"0062517856","More Scary Stories To Tell In The Dark"
"163",228868,"0064400026","Bridge to Terabithia"
"164",219546,"0064400484","Sarah, Plain and Tall (Sarah, Plain and Tall)"
"165",209756,"0064400557","The Magician's Nephew (Narnia)"
"166",232583,"0064400581","Walk Two Moons"
"167",219301,"0064401324","Ella Enchanted (Trophy Newbery)"
"168",247447,"0064401774","The Bad Beginning (A Series of Unfortunate Events, Book 1)"
"169",170634,"0064401847","The Reptile Room (A Series of Unfortunate Events, Book 2)"
"170",172512,"0064402053","The Austere Academy (A Series of Unfortunate Events, Book 5)"
"171",2907,"0064405052","The Vile Village (A Series of Unfortunate Events, Book 7)"
"172",209817,"0064405176","The Hostile Hospital (A Series of Unfortunate Events, Book 8)"
"173",3142,"0064407055","The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)"
"174",212965,"0064407667","The Silver Chair"
"175",278554,"0064407675","On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson"
"176",251422,"0064408639","All-American Girl"
"177",173509,"0064408655","Grecian Holiday: Or, How I Turned Down the Best Possible Thing Only to Have the Time of My Life"
"178",220278,"0064408663","Portrait in Sepia"
"179",246507,"0064410129","Enemy Women: A Novel"
"180",167800,"0064471098","Fried Green Tomatoes at the Whistle Stop Cafe"
"181",233711,"0064472264","The Testament"
"182",276822,"0064472779","Memoirs of a Geisha Uk"
"183",249407,"0064473023","Watership Down"
"184",231337,"0066211611","The Grapes of Wrath"
"185",168954,"0066214440","On the Road"
"186",244814,"0070212570","Fifth business"
"187",224430,"0099245027","Ordinary People"
"188",167614,"0099771519","The Women of Brewster Place (Penguin Contemporary American Fiction Series)"
"189",231237,"0140039589","The Tao of Pooh"
"190",218608,"0140042393","Ironweed"
"191",251495,"0140042598","White Noise (Contemporary American Fiction)"
"192",214230,"014004387X","Chaos: Making a New Science"
"193",238849,"0140065172","What's Bred in the Bone"
"194",167375,"014006690X","Lake Wobegon Days"
"195",222353,"0140067477","Love in the Time of Cholera (Penguin Great Books of the 20th Century)"
"196",277965,"0140070206","Red Dwarf"
"197",388,"0140077022","Midnight's Children"
"198",224626,"0140081038","Angle of Repose (Contemporary American Fiction)"
"199",169310,"0140092501","Asta's Book"
"200",178322,"0140097112","The Pearl"
"201",236340,"0140099832","Cannery Row"
"202",277928,"0140119906","On the Road (Penguin 20th Century Classics)"
"203",232211,"0140124373","The Te of Piglet"
"204",171970,"0140132708","Paddy Clarke Ha Ha Ha"
"205",178181,"014016930X","The Tortilla Curtain"
"206",222035,"0140176616","Songs in Ordinary Time (Oprah's Book Club (Paperback))"
"207",171445,"014017737X","Nice Girls Finish Last (Viking Mystery Suspense)"
"208",240219,"0140177388","Therapy"
"209",278843,"0140185216","At Home in Mitford (The Mitford Years)"
"210",226772,"0140230165","A Light in the Window (The Mitford Years)"
"211",225313,"0140233903","These High, Green Hills (The Mitford Years)"
"212",232990,"014023828X","Revenge of the Cootie Girls: A Robin Hudson Mystery (Robin Hudson Mysteries (Paperback))"
"213",249695,"0140244824","Out to Canaan (The Mitford Years)"
"214",209631,"0140245162","On the Road (Essential.penguin S.)"
"215",210420,"0140253580","Wobegon Boy"
"216",173343,"014025448X","The Girls' Guide to Hunting and Fishing"
"217",212142,"0140254544","Ralph's Party"
"218",237486,"0140257934","Thirty-nothing"
"219",245925,"0140262032","Armadillo"
"220",210077,"0140265686","Galileo's Daughter: A Historical Memoir of Science, Faith, and Love"
"221",240035,"0140274154","Chocolat"
"222",177458,"0140274782","The Deep End of the Ocean (Oprah's Book Club)"
"223",238541,"0140278826","Fever Pitch"
"224",233392,"014027927X","Bridget Jones: The Edge of Reason"
"225",249353,"0140279288","My Side of the Mountain"
"226",212898,"014027944X","James and the Giant Peach"
"227",166596,"0140280553","The Westing Game (Now in Speak!)"
"228",2295,"0140282033","Middlemarch"
"229",249140,"0140286276","Sense and Sensibility (Penguin Classics)"
"230",173684,"0140293248","Tess of the D'Urbervilles (Penguin Classics)"
"231",218068,"0140293442","Candide (Penguin Classics)"
"232",239626,"0140298479","The Prince (Penguin Classics)"
"233",215627,"0140348107","Emma (Penguin Popular Classics)"
"234",211351,"0140374248","Pride and Prejudice (Penguin Popular Classics)"
"235",212923,"0140386645","Picture of Dorian Gray"
"236",243360,"0140430024","Alice's Adventures in Wonderland (Penguin Popular Classics)"
"237",236757,"0140430474","Welcome to My Planet: Where English Is Sometimes Spoken"
"238",234734,"0140431357","The BFG"
"239",1674,"0140440046","Speak"
"240",245311,"0140441077","The Chelsea Girl Murders (Robin Hudson Mysteries (Paperback))"
"241",251613,"0140620109","Icy Sparks"
"242",220564,"0140620222","The Florabama Ladies' Auxiliary &amp; Sewing Circle"
"243",238057,"0140620338","The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002)"
"244",383,"0140620869","Miss Julia Takes over"
"245",248570,"014100018X","The Secret Life of Bees"
"246",222614,"0141001771","The Eyre Affair: A Novel"
"247",2891,"0141301058","Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players"
"248",211847,"014131088X","A Noble Radiance"
"249",232320,"0142000108","Lost in a Good Book (Thursday Next Novels (Penguin Books))"
"250",178201,"0142000205","East of Eden (Oprah's Book Club)"
"251",237429,"0142000361","Snow Falling on Cedars"
"252",219593,"0142000663","Odd Girl Out: The Hidden Culture of Aggression in Girls"
"253",172061,"0142000892","Slammerkin"
"254",248477,"0142001740","Baudolino"
"255",240789,"0142001805","Life of Pi"
"256",210738,"0142002267","A Break with Charity: A Story about the Salem Witch Trials"
"257",221238,"0142003190","The Whale Rider"
"258",2030,"0142004030","So You Want to Be a Wizard: The First Book in the Young Wizards Series"
"259",1297,"0142004235","Deep Wizardry: The Second Book in the Young Wizards Series"
"260",168985,"0151001006","The Name of the Rose: including Postscript to the Name of the Rose"
"261",3923,"0151006040","Winter's Tale"
"262",246000,"0151006725","Where or When  : A Novel"
"263",214651,"0151006903","Strange Fits of Passion: A Novel"
"264",248464,"0151008116","Blindness (Harvest Book)"
"265",209477,"0152001018","East of the Mountains (Vintage Contemporaries (Paperback))"
"266",230105,"0152050167","The Crimson Petal and the White"
"267",250184,"015216250X","Vernon God Little"
"268",843,"0152162577","The Four Loves"
"269",175329,"0156001314","The Little Prince"
"270",174326,"0156001942","Mrs Dalloway"
"271",212640,"0156006529","Orlando: A Biography"
"272",218552,"015600710X","A Passage to India"
"273",230522,"0156007754","To the Lighthouse"
"274",170499,"0156011042","The Stone Angel (Phoenix Fiction Series)"
"275",238781,"0156027321","The Iliad of Homer"
"276",210317,"0156028778","A River Runs Through It, and Other Stories"
"277",225435,"0156029987","101 Dalmatians"
"278",240144,"0156329301","Confessions of a Failed Southern Lady"
"279",245371,"0156528207","Generation X: Tales for an Accelerated Culture"
"280",209174,"0156628708","Wonder Boys : A Novel (Bestselling Backlist)"
"281",171088,"015670160X","The Persian Pickle Club"
"282",242637,"0156711427","Behind the Scenes at the Museum : A Novel"
"283",210816,"0156907399","The Red Tent : A Novel"
"284",211919,"0226469360","Bachelor Brothers' Bed &amp; Breakfast"
"285",216679,"0226469409","The Diary of Mattie Spenser"
"286",244736,"0226500578","The Red Tent (Bestselling Backlist)"
"287",237474,"0307001164","Elegy for Iris"
"288",229703,"0312050631","One Thousand White Women : The Journals of May Dodd: A Novel"
"289",176903,"031205436X","The Hours : A Novel"
"290",221698,"0312140940","Female Intelligence"
"291",238639,"0312147015","Digital Fortress : A Thriller"
"292",242309,"0312150601","To the Nines: A Stephanie Plum Novel"
"293",212260,"0312169787","Dry: A Memoir"
"294",2033,"0312171838","Round Ireland With a Fridge"
"295",218875,"0312187106","The Nanny Diaries: A Novel"
"296",805,"0312195516","The Amazing Adventures of Kavalier &amp; Clay"
"297",210627,"0312198647","Running with Scissors"
"298",213312,"0312199430","Faking It"
"299",225634,"0312243022","Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover))"
"300",215986,"0312261594","The Christmas Shoes"
"301",171968,"0312263120","The Hours: A Novel"
"302",165788,"0312265867","The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945"
"303",230496,"0312272057","The Dirty Girls Social Club: A Novel"
"304",167844,"0312274920","I Capture the Castle"
"305",234672,"0312278586","The Red Hat Club"
"306",167722,"0312282990","The Corrections: A Novel"
"307",237914,"0312283709","Middlesex: A Novel"
"308",217811,"0312284683","Moonheart (Newford)"
"309",3814,"0312288115","Silence of the Lambs"
"310",246036,"0312289510","Every Living Thing"
"311",216444,"0312291639","In the Presence of Enemies"
"312",1903,"0312305060","The Sculptress (Sculptress)"
"313",236058,"0312311354","River God"
"314",4157,"0312313810","The Last Coyote (Last Coyote)"
"315",241239,"031231616X","Beauty from Ashes (Georgia Trilogy)"
"316",228789,"0312316933","The Shell Seekers (Shell Seekers)"
"317",211430,"0312421273","Neanderthal: A Novel"
"318",173679,"0312422156","Four To Score (A Stephanie Plum Novel)"
"319",247829,"0312890044","Incident at Twenty-Mile"
"320",167761,"0312924585","Circle of Stones"
"321",226745,"0312950586","High Five (A Stephanie Plum Novel)"
"322",222296,"0312951647","Sis Boom Bah"
"323",2766,"0312953615","Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel)"
"324",218568,"0312954468","The Church of Dead Girls"
"325",240370,"0312958455","Name Dropping : What If Two Very Different Women Had The Same Exact Name?"
"326",218276,"0312959176","The Prometheus Deception"
"327",234828,"0312961324","And Then There Were None : A Novel"
"328",212109,"0312963009","Fantasy Lover"
"329",223087,"0312966970","Night Pleasures (Dark-Hunters)"
"330",2179,"0312970234","Close to You"
"331",213494,"0312970617","America : A Jake Grafton Novel (A Jake Grafton Novel)"
"332",235429,"0312971346","The Sigma Protocol"
"333",246798,"0312971362","Saucer"
"334",236587,"0312976275","Full Speed (Janet Evanovich's Full Series)"
"335",223607,"0312977360","Nobody Knows"
"336",507,"0312978332","Compulsion (Frank Clevenger)"
"337",178199,"0312978367","Finding You/Knowing You : Two Brand-New Novels For One Wonderful Price! (Candellano Family Trilogy)"
"338",178534,"0312979479","One for the Money (A Stephanie Plum Novel)"
"339",172742,"0312979975","Sea Glass: A Novel"
"340",243065,"0312979983","Lucky : A Memoir"
"341",4334,"0312981961","Dress Your Family in Corduroy and Denim"
"342",2977,"031298250X","Chasing the Dime"
"343",171818,"0312982518","Blood Work (Blood Work)"
"344",228206,"0312983212","Void Moon"
"345",210959,"0312983298","The Dogs of Babel (Today Show Book Club #12)"
"346",245410,"0312983824","The Lovely Bones"
"347",227467,"0312983832","White Oleander : A Novel"
"348",174625,"0312988249","White Oleander : A Novel (Oprah's Book Club)"
"349",227295,"0312989202","The French Lieutenant's Woman (French Lieutenant's Woman)"
"350",882,"0312990456","The Tipping Point: How Little Things Can Make a Big Difference"
"351",248373,"0312995423","The Pilot's Wife : A Novel"
"352",175536,"0316089699","The Jester"
"353",223784,"0316096199","The Big Bad Wolf: A Novel"
"354",231857,"0316143464","1st to Die: A Novel"
"355",174914,"0316153915","The Lovely Bones: A Novel"
"356",225002,"0316153990","Cradle and All"
"357",173464,"0316154067","Four Blind Mice"
"358",231263,"0316168688","2nd Chance"
"359",233427,"0316168815","When the Wind Blows"
"360",244627,"0316182540","Hide and Seek"
"361",211041,"0316284955","The True and Outstanding Adventures of the Hunt Sisters: A Novel"
"362",169699,"0316291161","All He Ever Wanted: A Novel"
"363",225939,"0316316962","The Catcher in the Rye"
"364",170379,"0316346624","Me Talk Pretty One Day"
"365",224159,"0316569321","Naked"
"366",225087,"0316601950","Holidays on Ice : Stories"
"367",227275,"0316602051","Barrel Fever : Stories and Essays (Barrel Fever)"
"368",229064,"0316602906","The Last Time They Met : A Novel"
"369",168615,"0316666009","The Weight of Water"
"370",235506,"0316666343","The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover))"
"371",238779,"0316690619","Resistance : A Novel"
"372",177090,"0316693006","Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl)"
"373",2719,"0316693200","You Know You Love Me: A Gossip Girl Novel"
"374",3569,"0316693324","All Too Human : A Political Education"
"375",247010,"0316693863","Suzanne's Diary for Nicholas"
"376",211231,"0316735027","The Beach House"
"377",173481,"0316735736","Vet in harness"
"378",236267,"0316769487","The Sculptress"
"379",249628,"0316776963","Bridget Jones's Diary"
"380",243563,"0316777722","Bridget Jones' Diary (Film Tie-in)"
"381",215298,"0316777730","Power That Preserves Covenant 3"
"382",235117,"0316779237","Dinosaur Planet Survivors"
"383",177091,"0316779423","Elfstones of Shannara"
"384",233578,"0316779490","Crystal singer"
"385",221948,"0316780812","The Outside Man"
"386",227025,"0316781266","2010: Odyssey Two"
"387",277195,"0316782505","Return of the Jedi (Star Wars)"
"388",240267,"0316789089","Stallion Gate"
"389",228108,"0316789844","Private Screening"
"390",236164,"0316910333","Shibumi"
"391",252071,"0316911488","Lincoln"
"392",215136,"0316929190","Crewel Lye"
"393",236480,"0316969443","Bearing an Hourglass (Incarnations of Immortality (Paperback))"
"394",252347,"0316969680","The Vampire Lestat (Vampire Chronicles, Book II)"
"395",2110,"0330246631","Sword of Shannara"
"396",226553,"0330330373","Job: A Comedy of Justice"
"397",172128,"0330332775","Almost Paradise"
"398",238699,"0330487612","White Gold Wielder Chronicles 3 (Second Chronicles of Thomas Covenant)"
"399",239423,"0345257189","Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover)"
"400",245645,"0345272463","The Silmarillion"
"401",228681,"0345285549","The Ship Who Sang"
"402",216012,"0345285980","Feast of All Saints"
"403",242409,"0345300203","Dragonquest (Dragonquest)"
"404",226429,"0345303067","The Black Unicorn (Magic Kingdom of Landover Novel)"
"405",223501,"0345307674","Dragonflight (Dragonriders of Pern Trilogy (Paperback))"
"406",170155,"0345310799","Queen of Sorcery (The Belgariad, Book 2)"
"407",224308,"0345311396","Interview with the Vampire"
"408",223454,"0345311809","Follow the River"
"409",210685,"034531221X","Enchanters' End Game (The Belgariad, Book 5)"
"410",249210,"0345313097","The Hobbit : The Enchanting Prelude to The Lord of the Rings"
"411",247423,"0345313151","The Fellowship of the Ring (The Lord of the Rings, Part 1)"
"412",249746,"0345313860","The Two Towers (The Lord of the Rings, Part 2)"
"413",229313,"0345314255","The Return of the King (The Lord of the Rings, Part 3)"
"414",246634,"0345316509","Red Planet"
"415",276670,"0345316770","Fahrenheit 451"
"416",239594,"0345316991","Walking Across Egypt"
"417",173357,"0345317580","Mirror of Her Dreams (Mordant's Need)"
"418",228311,"0345325818","Bitter Medicine"
"419",277915,"0345334310","A Spell for Chameleon (Xanth Novels (Paperback))"
"420",245352,"0345334531","Childhood's End"
"421",213126,"0345335082","The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure"
"422",251149,"0345335287","The Killer Angels"
"423",776,"0345335465","The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book 3)"
"424",235282,"0345335651","The Mists of Avalon"
"425",246513,"0345337662","Source of Magic (Xanth Novels (Paperback))"
"426",216745,"0345338545","The Autobiography of Malcolm X"
"427",240403,"0345338715","The Queen of the Damned (Vampire Chronicles (Paperback))"
"428",227702,"0345339681","Sphere"
"429",225686,"0345339703","Her Mother's Daughter"
"430",232199,"0345339711","A Town Like Alice"
"431",216466,"0345339738","Night Mare (Xanth Novels (Paperback))"
"432",241791,"0345340396","The Wishsong of Shannara"
"433",226006,"0345342968","A Man Rides Through (Man Rides Through)"
"434",278026,"0345346491","2061: Odyssey Three"
"435",166492,"0345346971","A Prayer for Owen Meany"
"436",232099,"0345347226","Wizard at Large (Rookies Series)"
"437",227520,"0345347536","Spy Hook"
"438",167517,"0345347951","The World According to Garp"
"439",1424,"0345348036","The Water-Method Man"
"440",177432,"0345348109","Witching Hour (Lives of the Mayfair Witches)"
"441",276681,"0345348672","The Dolphins of Pern (Dragonriders of Pern (Paperback))"
"442",3471,"0345350499","If Ever I Return, Pretty Peggy-O"
"443",167056,"0345350588","The Mummy or Ramses the Damned"
"444",175101,"0345350685","The Hunt"
"445",228579,"0345351525","The Scions of Shannara (Heritage of Shannara (Paperback))"
"446",176709,"0345353145","Jurassic Park"
"447",487,"0345353625","How to Make an American Quilt"
"448",236948,"0345353749","Me: Stories of My Life"
"449",230490,"0345354931","The Andromeda Strain"
"450",218344,"0345356365","Congo"
"451",219631,"0345356578","Zombies of the Gene Pool"
"452",226394,"0345358791","Mostly Harmless (Hitchhiker's Trilogy, No 5)"
"453",246655,"0345361792","Rising Sun"
"454",174596,"0345362276","Degree of Guilt"
"455",223927,"0345365208","The Child Queen: The Tale of Guinevere and King Arthur"
"456",250510,"034536676X","Icebound"
"457",230878,"0345367421","Intensity"
"458",216829,"0345367898","The Witching Hour (Lives of the Mayfair Witches)"
"459",233256,"0345368959","The Guns of the South: A Novel of the Civil War"
"460",446,"0345369068","Red Square"
"461",166639,"0345369947","The Tale of the Body Thief (Vampire Chronicles (Paperback))"
"462",166123,"0345370732","Night Manager"
"463",1435,"0345370740","A Calculated Risk"
"464",218519,"0345370775","Havana Bay"
"465",168144,"0345370805","The Great Train Robbery"
"466",176256,"0345377702","Disclosure"
"467",243942,"0345378482","The Hitchhiker's Guide to the Galaxy"
"468",220597,"0345378490","The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback))"
"469",212849,"0345379144","Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle)"
"470",241666,"0345379330","Dark Rivers of the Heart"
"471",169360,"0345380371","Women Who Run with the Wolves"
"472",243,"034538184X","Airframe"
"473",211961,"0345382447","The Lost World"
"474",217673,"0345384350","Saving Grace"
"475",216099,"0345384369","No Safe Place"
"476",175052,"0345384466","Dark Lady"
"477",244070,"0345384687","Protect and Defend"
"478",165879,"0345384733","The Demon-Haunted World: Science As a Candle in the Dark"
"479",247998,"034538475X","Memnoch the Devil (Vampire Chronicles, No 5)"
"480",244286,"0345385764","The Last Don"
"481",250764,"0345386825","The Golden Compass (His Dark Materials, Book 1)"
"482",169682,"0345390458","The Subtle Knife (His Dark Materials, Book 2)"
"483",168254,"034539092X","The Amber Spyglass (His Dark Materials, Book 3)"
"484",224809,"0345391055","Monster : A Novel (Alex Delaware Novels (Paperback))"
"485",224944,"0345391802","Flesh and Blood"
"486",228321,"0345391810","The Murder Book"
"487",167562,"0345392825","Pope Joan (Ballantine Reader's Circle)"
"488",232959,"034539657X","Enchantment"
"489",248656,"0345396812","Queen's Man (Ballantine Reader's Circle)"
"490",177590,"0345402871","Timeline"
"491",226965,"034540288X","A Prayer for Owen Meany (Ballantine Reader's Circle)"
"492",232579,"0345403339","The World According to Garp (Ballantine Reader's Circle)"
"493",214102,"0345404777","Dave Barry's Greatest Hits"
"494",227884,"0345404785","Pandora: New Tales of the Vampires (New Tales of the Vampires)"
"495",248821,"0345404793","Vittorio the Vampire: New Tales of the Vampires"
